Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag
SHP005833,USA,Brazil,2022-10-10,2022-10-30,2022-10-30,Air,Carrier_12,R301,Machinery,16475.15,1076.05,5453.88,Error,0.65,3,Low,0.2,Both,High-risk commodity flagged for inspection,0,0
SHP005834,Brazil,China,2023-11-16,2023-11-25,2023-11-25,Rail,Carrier_10,R739,Automotive,35204.26,663.47,4794.60,Missing,0.97,2,Low,0.09,Document,Incorrect HS code classification,0,0
SHP005835,UAE,South Africa,2023-12-08,2024-01-02,2024-01-05,Road,Carrier_22,R683,Machinery,7821.72,922.76,5515.25,Error,0.55,4,Low,0.24,Document,Incorrect HS code classification,3,1
SHP005836,China,Australia,2024-11-23,2024-12-14,2024-12-16,Sea,Carrier_38,R878,Pharmaceuticals,16231.57,2899.37,3722.12,Missing,0.42,4,Medium,0.38,Document,Random inspection selected,2,1
SHP005837,South Africa,India,2024-05-02,2024-05-18,2024-05-21,Road,Carrier_9,R934,Automotive,49273.3,2612.39,4770.86,Complete,0.66,5,Low,0.37,Document,Random inspection selected,3,1
SHP005838,USA,UK,2019-04-26,2019-05-01,2019-05-01,Air,Carrier_4,R657,Food,39462.51,406.31,8635.35,Error,0.98,3,Medium,0.42,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP005839,USA,South Africa,2024-10-24,2024-11-13,2024-11-15,Sea,Carrier_13,R984,Pharmaceuticals,1906.86,3755.25,3183.24,Error,0.6,2,High,0.39,Physical,"Suspected undervaluation, needs reassessment",2,1
SHP005840,UK,Germany,2019-06-12,2019-06-23,2019-06-26,Air,Carrier_33,R944,Automotive,8778.36,2641.12,9597.64,Missing,0.85,2,Low,0.27,Both,Tariff dispute pending resolution,3,1
SHP005841,China,Japan,2024-08-25,2024-09-20,2024-09-22,Air,Carrier_16,R501,Pharmaceuticals,42616.62,4768.01,9987.97,Error,0.86,0,Medium,0.2,Both,Random inspection selected,2,1
SHP005842,China,UAE,2019-06-12,2019-07-09,2019-07-09,Road,Carrier_46,R575,Electronics,48905.4,4601.21,9755.75,Error,0.5,0,High,0.56,Both,Tariff dispute pending resolution,0,0
SHP005843,Australia,Japan,2019-10-22,2019-11-03,2019-11-03,Sea,Carrier_38,R224,Automotive,49229.79,345.13,3676.82,Missing,0.78,3,Low,0.21,Physical,Tariff dispute pending resolution,0,0
SHP005844,Brazil,UAE,2023-05-13,2023-06-10,2023-06-17,Air,Carrier_35,R486,Automotive,26839.23,3909.72,7370.19,Complete,0.55,5,Medium,0.39,Both,"Suspected undervaluation, needs reassessment",7,2
SHP005845,India,Germany,2024-01-24,2024-02-12,2024-02-12,Road,Carrier_40,R225,Textiles,21839.97,3881.6,7955.51,Missing,0.89,4,High,0.24,Both,Incorrect HS code classification,0,0
SHP005846,USA,Brazil,2019-09-24,2019-10-12,2019-10-15,Air,Carrier_31,R135,Automotive,33440.95,520.26,2650.46,Error,0.41,0,High,0.55,Document,Tariff dispute pending resolution,3,1
SHP005847,USA,Brazil,2021-08-28,2021-09-08,2021-09-09,Air,Carrier_8,R511,Textiles,40017.57,3336.52,3942.84,Complete,0.84,0,Low,0.31,Document,High-risk commodity flagged for inspection,1,1
SHP005848,Brazil,South Africa,2019-08-30,2019-09-27,2019-10-04,Road,Carrier_8,R842,Food,13900.52,3024.33,6861.21,Complete,0.52,0,Medium,0.82,Document,Random inspection selected,7,2
SHP005849,Japan,USA,2019-05-22,2019-06-16,2019-06-16,Sea,Carrier_13,R459,Food,31633.24,4727.93,3769.91,Complete,0.45,2,Medium,0.11,Both,Routine customs clearance without issue,0,0
SHP005850,China,Australia,2021-03-15,2021-04-07,2021-04-09,Air,Carrier_43,R258,Textiles,42348.12,592.49,4966.10,Complete,0.42,0,Medium,0.35,Both,Routine customs clearance without issue,2,1
SHP005851,Germany,South Africa,2019-09-29,2019-10-24,2019-11-02,Rail,Carrier_17,R251,Machinery,25857.71,4570.26,5512.61,Complete,0.86,1,High,0.98,Document,"Suspected undervaluation, needs reassessment",9,2
SHP005852,UAE,Australia,2020-05-18,2020-06-14,2020-06-14,Air,Carrier_13,R294,Electronics,24346.32,467.43,7909.13,Complete,0.97,0,High,0.0,Both,Incorrect HS code classification,0,0
SHP005853,Australia,USA,2023-03-03,2023-03-20,2023-03-20,Air,Carrier_44,R181,Electronics,12087.68,2484.0,5782.12,Complete,0.5,5,Low,0.67,Document,High-risk commodity flagged for inspection,0,0
SHP005854,China,Australia,2019-03-02,2019-04-01,2019-04-01,Road,Carrier_4,R264,Textiles,19049.27,1649.39,7762.19,Missing,0.68,3,High,0.54,Physical,High-risk commodity flagged for inspection,0,0
SHP005855,South Africa,Germany,2021-10-02,2021-10-11,2021-10-14,Air,Carrier_18,R482,Automotive,44264.41,1426.04,3253.94,Complete,0.51,5,Low,0.76,Both,"Suspected undervaluation, needs reassessment",3,1
SHP005856,India,South Africa,2024-08-07,2024-08-28,2024-08-28,Sea,Carrier_25,R281,Electronics,9993.54,254.21,5493.30,Missing,0.77,3,Medium,0.24,Both,Tariff dispute pending resolution,0,0
SHP005857,Japan,South Africa,2019-03-30,2019-04-19,2019-04-22,Rail,Carrier_10,R169,Machinery,9732.72,4103.94,5169.25,Missing,0.7,1,Medium,0.08,Physical,"Suspected undervaluation, needs reassessment",3,1
SHP005858,USA,India,2022-03-08,2022-03-18,2022-03-19,Sea,Carrier_2,R486,Machinery,36946.66,4465.76,2970.25,Missing,0.5,0,Low,0.73,Both,Tariff dispute pending resolution,1,1
SHP005859,Brazil,UK,2022-10-14,2022-11-04,2022-11-10,Air,Carrier_1,R125,Machinery,35982.47,181.67,5173.18,Error,0.51,1,Medium,0.47,Document,Random inspection selected,6,2
SHP005860,India,UAE,2020-02-01,2020-02-25,2020-02-25,Road,Carrier_27,R440,Pharmaceuticals,46746.11,1743.26,8614.10,Error,0.78,1,Low,0.01,Both,Incorrect HS code classification,0,0
SHP005861,UAE,Australia,2021-08-18,2021-09-17,2021-09-21,Air,Carrier_41,R328,Pharmaceuticals,36054.34,4528.07,4995.58,Missing,0.49,3,Low,0.26,Both,Incorrect HS code classification,4,2
SHP005862,Australia,Japan,2021-04-14,2021-04-28,2021-05-04,Air,Carrier_23,R809,Electronics,49793.26,823.61,9130.17,Complete,0.83,1,High,0.73,Document,Incorrect HS code classification,6,2
SHP005863,South Africa,India,2020-10-05,2020-10-13,2020-10-13,Road,Carrier_24,R878,Automotive,11541.57,3348.39,3207.43,Error,0.51,4,High,0.66,Physical,Routine customs clearance without issue,0,0
SHP005864,China,Australia,2024-04-19,2024-04-27,2024-05-01,Air,Carrier_1,R877,Electronics,25133.89,1963.81,7623.21,Error,0.58,4,Low,0.95,Document,Routine customs clearance without issue,4,2
SHP005865,India,USA,2021-01-12,2021-01-19,2021-01-29,Air,Carrier_25,R225,Electronics,47513.55,3286.69,1074.64,Error,0.97,0,Low,0.11,Both,Routine customs clearance without issue,10,2
SHP005866,USA,UAE,2024-04-15,2024-04-28,2024-05-01,Rail,Carrier_46,R708,Textiles,42485.34,1710.3,8191.75,Complete,0.89,1,Medium,0.86,Both,Routine customs clearance without issue,3,1
SHP005867,Germany,India,2023-11-20,2023-12-20,2023-12-20,Air,Carrier_47,R708,Pharmaceuticals,36574.7,540.33,5979.79,Complete,0.85,2,Medium,0.11,Document,Random inspection selected,0,0
SHP005868,Australia,China,2022-10-31,2022-11-19,2022-11-19,Road,Carrier_32,R185,Textiles,45808.33,1417.88,8250.23,Missing,0.75,2,Medium,0.12,Document,Incorrect HS code classification,0,0
SHP005869,Australia,UK,2021-11-01,2021-11-13,2021-11-13,Air,Carrier_10,R830,Automotive,24865.39,50.33,7424.85,Missing,0.93,1,Low,0.01,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005870,India,UK,2024-12-23,2025-01-16,2025-01-16,Rail,Carrier_1,R700,Food,38910.54,2379.37,4224.92,Error,0.71,1,Medium,0.21,Physical,Random inspection selected,0,0
SHP005871,Germany,China,2020-09-05,2020-09-23,2020-09-27,Air,Carrier_2,R932,Automotive,9047.58,1228.69,9395.27,Missing,0.44,0,Low,0.07,Document,High-risk commodity flagged for inspection,4,2
SHP005872,India,South Africa,2021-04-29,2021-05-21,2021-05-29,Sea,Carrier_4,R169,Machinery,1675.01,1141.35,9549.88,Missing,0.81,1,High,0.32,Physical,"Suspected undervaluation, needs reassessment",8,2
SHP005873,USA,Japan,2024-05-08,2024-05-16,2024-05-16,Road,Carrier_43,R266,Automotive,29198.06,1743.61,7529.70,Complete,0.81,4,Low,0.74,Physical,"Incomplete paperwork, requires manual review",0,0
SHP005874,UK,South Africa,2020-12-23,2021-01-13,2021-01-13,Sea,Carrier_35,R892,Food,29649.95,1416.54,7057.92,Error,0.71,2,Low,0.25,Document,High-risk commodity flagged for inspection,0,0
SHP005875,Brazil,Germany,2019-12-06,2019-12-29,2019-12-31,Sea,Carrier_44,R662,Automotive,25157.29,4829.01,8339.99,Complete,0.73,2,Medium,0.33,Both,Routine customs clearance without issue,2,1
SHP005876,South Africa,UK,2024-03-04,2024-03-19,2024-03-21,Rail,Carrier_4,R195,Automotive,5677.9,2741.54,5699.29,Error,0.92,1,High,0.87,Both,Tariff dispute pending resolution,2,1
SHP005877,China,UK,2023-03-13,2023-04-02,2023-04-02,Rail,Carrier_42,R928,Pharmaceuticals,32864.52,3822.59,1569.16,Error,0.65,2,High,0.48,Physical,Tariff dispute pending resolution,0,0
SHP005878,South Africa,Australia,2019-08-02,2019-08-24,2019-08-30,Rail,Carrier_18,R325,Automotive,34350.2,4389.43,5031.79,Complete,0.87,0,Low,0.02,Both,Tariff dispute pending resolution,6,2
SHP005879,UAE,UK,2024-01-25,2024-02-21,2024-02-21,Sea,Carrier_11,R995,Food,29629.62,4533.93,5405.93,Missing,0.95,5,Low,0.78,Physical,Random inspection selected,0,0
SHP005880,Germany,China,2020-03-17,2020-03-26,2020-03-31,Rail,Carrier_47,R157,Textiles,11269.86,3664.9,4168.59,Missing,0.46,1,Low,0.89,Document,"Suspected undervaluation, needs reassessment",5,2
SHP005881,USA,South Africa,2020-05-27,2020-06-09,2020-06-12,Road,Carrier_30,R112,Food,30901.92,3895.65,8027.70,Missing,0.73,2,Low,0.06,Document,"Incomplete paperwork, requires manual review",3,1
SHP005882,UK,USA,2021-08-11,2021-09-03,2021-09-03,Air,Carrier_23,R236,Textiles,35586.47,1946.62,6689.96,Missing,0.59,2,High,0.99,Both,Tariff dispute pending resolution,0,0
SHP005883,Japan,South Africa,2023-07-29,2023-08-24,2023-08-30,Sea,Carrier_8,R266,Electronics,26789.98,3861.36,1594.55,Missing,0.85,2,High,0.66,Document,Random inspection selected,6,2
SHP005884,Germany,China,2021-10-29,2021-11-03,2021-11-07,Rail,Carrier_47,R384,Pharmaceuticals,49889.41,2325.98,4341.77,Missing,0.82,1,High,0.8,Document,Routine customs clearance without issue,4,2
SHP005885,China,South Africa,2023-01-20,2023-02-13,2023-02-13,Air,Carrier_15,R460,Food,48489.2,209.84,3885.46,Complete,0.6,1,High,0.49,Document,Random inspection selected,0,0
SHP005886,South Africa,USA,2021-10-08,2021-11-04,2021-11-04,Air,Carrier_35,R703,Electronics,1071.78,4500.68,2588.70,Complete,0.57,0,Medium,0.26,Physical,Tariff dispute pending resolution,0,0
SHP005887,South Africa,India,2020-05-15,2020-06-06,2020-06-06,Rail,Carrier_34,R929,Food,33223.51,4116.44,4977.79,Complete,0.88,4,High,0.78,Both,Routine customs clearance without issue,0,0
SHP005888,Japan,Brazil,2021-02-21,2021-03-06,2021-03-10,Road,Carrier_50,R611,Machinery,5343.24,445.24,2274.27,Error,0.58,2,Low,0.04,Physical,Routine customs clearance without issue,4,2
SHP005889,South Africa,Brazil,2019-09-12,2019-09-28,2019-09-28,Rail,Carrier_1,R357,Food,28294.27,1529.0,2517.82,Complete,0.69,0,High,0.33,Both,Tariff dispute pending resolution,0,0
SHP005890,Germany,USA,2021-08-12,2021-09-09,2021-09-11,Air,Carrier_21,R204,Food,10565.2,3264.37,6384.16,Error,0.8,3,Low,0.83,Physical,Routine customs clearance without issue,2,1
SHP005891,Germany,Japan,2022-01-24,2022-01-29,2022-02-01,Road,Carrier_48,R845,Food,34687.41,330.54,5003.80,Error,0.47,4,High,0.81,Physical,High-risk commodity flagged for inspection,3,1
SHP005892,Germany,Brazil,2023-12-31,2024-01-26,2024-01-30,Rail,Carrier_14,R784,Machinery,12414.61,1810.05,4764.51,Error,0.49,4,Low,0.2,Document,Routine customs clearance without issue,4,2
SHP005893,South Africa,USA,2024-12-14,2025-01-07,2025-01-07,Road,Carrier_37,R865,Food,23002.71,800.77,2111.46,Error,0.81,4,Low,0.73,Document,Incorrect HS code classification,0,0
SHP005894,Japan,India,2022-12-04,2022-12-19,2022-12-23,Rail,Carrier_32,R380,Textiles,18722.92,3934.5,5931.27,Complete,0.54,3,Low,0.69,Physical,"Incomplete paperwork, requires manual review",4,2
SHP005895,UK,Germany,2023-05-23,2023-06-06,2023-06-07,Rail,Carrier_3,R384,Food,13888.74,658.17,8845.17,Missing,0.5,1,High,0.33,Both,"Incomplete paperwork, requires manual review",1,1
SHP005896,Brazil,Australia,2020-03-21,2020-04-14,2020-04-15,Air,Carrier_40,R398,Machinery,21285.55,4523.43,5425.66,Missing,0.52,1,Low,0.97,Both,"Suspected undervaluation, needs reassessment",1,1
SHP005897,UAE,South Africa,2021-09-08,2021-09-29,2021-10-01,Sea,Carrier_17,R898,Textiles,46542.76,3778.54,1667.24,Complete,0.87,0,Low,0.44,Document,Tariff dispute pending resolution,2,1
SHP005898,China,Japan,2020-03-20,2020-04-12,2020-04-14,Sea,Carrier_48,R604,Food,26012.06,4665.8,8666.12,Missing,0.63,3,High,0.04,Both,Tariff dispute pending resolution,2,1
SHP005899,Germany,India,2019-03-25,2019-04-15,2019-04-18,Sea,Carrier_47,R277,Textiles,40928.92,423.98,2140.39,Missing,0.77,1,Low,0.25,Document,Random inspection selected,3,1
SHP005900,UAE,Australia,2022-03-02,2022-03-09,2022-03-15,Sea,Carrier_16,R252,Pharmaceuticals,45260.16,594.05,3192.19,Complete,0.91,1,High,0.09,Both,Incorrect HS code classification,6,2
SHP005901,UK,India,2023-07-17,2023-08-04,2023-08-09,Sea,Carrier_31,R114,Food,7454.51,2214.78,6054.20,Error,0.52,4,Medium,0.86,Document,High-risk commodity flagged for inspection,5,2
SHP005902,Brazil,India,2023-08-11,2023-09-02,2023-09-02,Road,Carrier_48,R619,Machinery,3203.36,1811.89,5192.54,Error,0.78,1,High,0.91,Document,Incorrect HS code classification,0,0
SHP005903,South Africa,India,2019-06-08,2019-06-24,2019-06-26,Air,Carrier_47,R993,Automotive,16267.24,4563.24,1153.56,Complete,0.64,2,Medium,0.63,Document,Incorrect HS code classification,2,1
SHP005904,USA,Brazil,2019-06-20,2019-07-16,2019-07-18,Sea,Carrier_50,R151,Textiles,21784.77,2166.86,4806.44,Missing,0.73,3,Medium,0.36,Physical,Routine customs clearance without issue,2,1
SHP005905,Germany,China,2024-04-06,2024-05-02,2024-05-05,Air,Carrier_25,R565,Automotive,34798.03,1193.62,6281.41,Error,0.98,1,High,0.66,Document,High-risk commodity flagged for inspection,3,1
SHP005906,Japan,India,2023-12-11,2024-01-02,2024-01-07,Sea,Carrier_42,R831,Pharmaceuticals,10662.6,3764.93,8878.22,Missing,0.5,1,Low,0.06,Document,High-risk commodity flagged for inspection,5,2
SHP005907,UAE,USA,2020-07-24,2020-08-11,2020-08-20,Air,Carrier_49,R640,Textiles,10259.31,1774.48,2829.69,Complete,0.97,3,High,0.29,Physical,High-risk commodity flagged for inspection,9,2
SHP005908,South Africa,Germany,2022-10-21,2022-11-11,2022-11-16,Sea,Carrier_32,R619,Electronics,8622.83,4963.18,1477.55,Complete,0.58,2,High,0.68,Document,"Incomplete paperwork, requires manual review",5,2
SHP005909,Germany,UK,2024-02-02,2024-02-27,2024-02-29,Air,Carrier_24,R418,Pharmaceuticals,19927.82,4809.82,2171.24,Error,0.66,1,High,0.58,Both,Random inspection selected,2,1
SHP005910,UAE,UK,2020-01-11,2020-01-25,2020-01-25,Road,Carrier_19,R123,Electronics,47293.55,4946.71,6387.68,Error,0.46,4,Medium,0.83,Both,Incorrect HS code classification,0,0
SHP005911,Brazil,Germany,2019-12-06,2019-12-21,2019-12-27,Air,Carrier_11,R596,Machinery,19377.36,2035.53,2381.24,Complete,0.5,5,Medium,0.57,Document,Tariff dispute pending resolution,6,2
SHP005912,Japan,UK,2019-06-15,2019-07-02,2019-07-02,Road,Carrier_49,R947,Pharmaceuticals,27789.08,987.31,1158.32,Error,0.73,0,Low,0.97,Document,Incorrect HS code classification,0,0
SHP005913,UK,Japan,2020-10-28,2020-11-08,2020-11-09,Air,Carrier_4,R410,Pharmaceuticals,45888.12,2897.81,1363.92,Missing,0.48,1,Low,0.55,Document,Tariff dispute pending resolution,1,1
SHP005914,China,Japan,2020-10-03,2020-10-24,2020-10-31,Road,Carrier_33,R423,Electronics,9867.68,3849.15,2233.35,Missing,0.98,3,Low,0.36,Document,Random inspection selected,7,2
SHP005915,China,Australia,2021-08-28,2021-09-06,2021-09-06,Sea,Carrier_2,R640,Automotive,14979.7,3981.19,8253.51,Complete,0.77,0,High,0.06,Physical,High-risk commodity flagged for inspection,0,0
SHP005916,UK,Brazil,2022-02-07,2022-03-05,2022-03-05,Rail,Carrier_20,R324,Electronics,42101.51,976.09,1321.26,Error,0.99,0,High,0.38,Physical,"Incomplete paperwork, requires manual review",0,0
SHP005917,Australia,UAE,2023-11-20,2023-12-15,2023-12-15,Road,Carrier_34,R319,Machinery,17888.5,4021.65,6880.73,Complete,0.69,5,High,0.9,Document,Incorrect HS code classification,0,0
SHP005918,UK,USA,2019-02-22,2019-03-15,2019-03-17,Air,Carrier_30,R692,Food,29181.78,4646.43,9107.88,Complete,0.99,2,High,0.45,Physical,High-risk commodity flagged for inspection,2,1
SHP005919,Australia,Brazil,2024-10-29,2024-11-03,2024-11-08,Rail,Carrier_17,R244,Textiles,11855.12,4315.07,9237.89,Complete,0.76,0,Medium,0.73,Document,"Incomplete paperwork, requires manual review",5,2
SHP005920,India,South Africa,2024-05-11,2024-05-27,2024-05-29,Road,Carrier_29,R966,Automotive,4912.85,3842.63,1530.38,Error,0.59,0,Medium,0.81,Both,Routine customs clearance without issue,2,1
SHP005921,South Africa,India,2023-01-05,2023-01-24,2023-01-24,Air,Carrier_28,R538,Automotive,47685.23,3837.06,1229.95,Error,0.99,5,Medium,0.36,Both,"Incomplete paperwork, requires manual review",0,0
SHP005922,India,Germany,2019-04-17,2019-04-22,2019-04-24,Air,Carrier_37,R121,Food,32811.76,3077.36,2999.99,Error,0.81,3,High,0.04,Physical,"Suspected undervaluation, needs reassessment",2,1
SHP005923,Brazil,South Africa,2023-07-21,2023-08-05,2023-08-08,Road,Carrier_19,R995,Automotive,21767.18,4805.19,1618.81,Error,0.53,4,High,1.0,Document,"Incomplete paperwork, requires manual review",3,1
SHP005924,Germany,South Africa,2020-10-27,2020-11-03,2020-11-04,Air,Carrier_2,R414,Electronics,35181.46,3893.15,1279.76,Error,0.64,2,High,0.91,Physical,Incorrect HS code classification,1,1
SHP005925,UK,China,2022-03-13,2022-03-31,2022-04-07,Air,Carrier_4,R931,Food,5645.61,3176.82,9181.39,Error,0.93,2,Low,0.18,Physical,High-risk commodity flagged for inspection,7,2
SHP005926,India,UK,2023-05-22,2023-06-03,2023-06-06,Road,Carrier_13,R719,Machinery,37148.57,175.73,8965.63,Error,0.96,1,High,0.98,Document,High-risk commodity flagged for inspection,3,1
SHP005927,Germany,Australia,2020-01-27,2020-02-11,2020-02-11,Road,Carrier_31,R414,Pharmaceuticals,33270.24,197.68,3801.92,Error,0.69,4,Medium,0.27,Document,Routine customs clearance without issue,0,0
SHP005928,UAE,Japan,2022-07-05,2022-07-17,2022-07-18,Air,Carrier_24,R131,Textiles,24193.61,140.46,6643.98,Missing,0.43,0,Low,0.02,Both,Routine customs clearance without issue,1,1
SHP005929,China,South Africa,2022-01-27,2022-02-09,2022-02-14,Air,Carrier_9,R684,Textiles,12424.74,3250.88,3165.98,Complete,0.93,1,Low,0.28,Physical,"Incomplete paperwork, requires manual review",5,2
SHP005930,USA,Brazil,2024-01-29,2024-02-24,2024-03-03,Sea,Carrier_43,R335,Pharmaceuticals,41767.7,3329.42,3260.77,Error,0.42,4,High,0.38,Both,Tariff dispute pending resolution,8,2
SHP005931,China,Germany,2023-11-12,2023-11-17,2023-11-24,Sea,Carrier_41,R460,Pharmaceuticals,15069.4,4914.51,2001.64,Complete,0.81,0,High,0.37,Document,"Incomplete paperwork, requires manual review",7,2
SHP005932,China,UAE,2024-07-23,2024-08-12,2024-08-14,Rail,Carrier_22,R292,Pharmaceuticals,5754.23,947.77,4968.80,Missing,0.69,1,High,0.49,Both,Tariff dispute pending resolution,2,1
SHP005933,UAE,Germany,2023-07-10,2023-08-07,2023-08-11,Road,Carrier_10,R219,Textiles,10862.38,2995.04,9952.52,Error,0.41,5,Medium,0.4,Physical,Routine customs clearance without issue,4,2
SHP005934,USA,Australia,2019-03-21,2019-04-18,2019-04-22,Road,Carrier_46,R812,Pharmaceuticals,38441.16,2027.57,7488.87,Complete,0.9,3,High,0.98,Document,Routine customs clearance without issue,4,2
SHP005935,USA,Brazil,2019-08-06,2019-09-04,2019-09-04,Rail,Carrier_39,R190,Food,19604.18,96.94,2353.76,Complete,0.76,4,High,0.82,Physical,Tariff dispute pending resolution,0,0
SHP005936,Brazil,UK,2022-09-10,2022-10-07,2022-10-09,Air,Carrier_46,R560,Automotive,31867.06,3941.13,4259.73,Complete,0.88,0,Medium,0.85,Physical,"Incomplete paperwork, requires manual review",2,1
SHP005937,USA,Brazil,2021-06-16,2021-07-03,2021-07-06,Air,Carrier_36,R487,Automotive,33050.61,1484.14,2290.18,Missing,0.99,4,Low,0.95,Document,Tariff dispute pending resolution,3,1
SHP005938,China,Brazil,2021-08-11,2021-09-06,2021-09-06,Sea,Carrier_43,R329,Machinery,29147.61,4223.88,8002.93,Missing,0.56,4,Low,0.42,Physical,Tariff dispute pending resolution,0,0
SHP005939,Japan,South Africa,2019-11-05,2019-11-23,2019-11-25,Rail,Carrier_10,R704,Machinery,25304.07,1103.43,4629.19,Error,0.8,0,Low,0.12,Physical,"Incomplete paperwork, requires manual review",2,1
SHP005940,South Africa,Japan,2022-12-15,2022-12-28,2022-12-28,Sea,Carrier_24,R875,Textiles,4022.88,1955.28,5250.46,Error,0.65,3,Low,0.32,Physical,Incorrect HS code classification,0,0
SHP005941,India,South Africa,2020-02-04,2020-02-24,2020-02-24,Road,Carrier_31,R397,Food,9005.4,2047.09,1365.70,Error,0.94,1,Low,0.22,Physical,Incorrect HS code classification,0,0
SHP005942,Japan,Germany,2021-08-19,2021-09-08,2021-09-08,Air,Carrier_26,R249,Pharmaceuticals,34538.1,751.83,1404.98,Missing,0.61,3,Medium,0.32,Physical,Routine customs clearance without issue,0,0
SHP005943,China,South Africa,2020-11-13,2020-11-30,2020-12-01,Rail,Carrier_39,R348,Electronics,34832.83,3032.19,9734.56,Error,0.48,2,Low,0.94,Both,"Suspected undervaluation, needs reassessment",1,1
SHP005944,India,Australia,2023-11-19,2023-11-28,2023-12-02,Road,Carrier_15,R715,Automotive,17947.6,271.55,7388.37,Error,0.58,2,High,0.34,Both,Tariff dispute pending resolution,4,2
